"Order ID","Order Date","Ship Date","Ship Mode",Region,"Postal Code","Customer ID",Sales,Quantity,Discount,Profit
CA-2017-117436,6/8/2017,6/14/2017,"Standard Class",East,6360,LW-17125,10.36,2,0,5.08
CA-2015-140025,4/7/2015,4/11/2015,"Standard Class",Central,78207,PF-19120,847.2,14,1,-1133.29
CA-2016-134222,7/10/2016,7/11/2016,"Same Day",West,85364,NZ-18565,44.86,6,0.7,-35.88
CA-2016-140018,11/21/2016,11/26/2016,"Standard Class",East,43229,CK-12205,235.85,13,1.2,-17.8
US-2017-136707,11/12/2017,11/15/2017,"First Class",West,90036,JE-15610,14.02,4,0.2,4.91
CA-2014-152562,11/1/2014,11/8/2014,"Standard Class",South,40475,JO-15145,75.16,5,0,21.1
CA-2016-152408,5/15/2016,5/21/2016,"Standard Class",East,10035,TT-21220,13.78,3,0.2,4.48
CA-2014-120278,11/7/2014,11/12/2014,"Standard Class",Central,54401,MS-17365,317.48,14,0,90.43
CA-2017-167661,10/5/2017,10/10/2017,"Standard Class",West,94110,MP-18175,121.82,11,0.4,48.58
CA-2017-106831,6/1/2017,6/3/2017,"First Class",East,43017,FH-14350,189.92,12,1.3,-26.92
CA-2017-154123,11/20/2017,11/25/2017,"Standard Class",South,42420,SC-20050,27.58,2,0,11.58
CA-2016-136049,12/23/2016,12/28/2016,"Standard Class",East,43402,NM-18520,5.55,3,0.7,-4.07
CA-2017-118402,9/29/2017,10/4/2017,"Standard Class",South,38109,JO-15280,243.92,5,0.2,-54.88
US-2016-139388,11/7/2016,11/9/2016,"First Class",East,8701,CC-12475,14.96,4,0,0.3
US-2014-128685,4/4/2014,4/5/2014,"First Class",West,90008,MZ-17515,7.18,2,0.2,2.24
CA-2015-124044,7/23/2015,7/26/2015,"Second Class",East,14609,MS-17830,10.51,3,0.2,3.68
CA-2014-164469,6/25/2014,6/27/2014,"Second Class",West,97301,GK-14620,344.92,17,0.6,38.52
CA-2014-107818,9/8/2014,9/14/2014,"Standard Class",West,99301,MC-17275,1771.52,21,0.2,235.22
CA-2014-113320,12/12/2014,12/15/2014,"Second Class",West,94601,LH-17155,30.72,9,0,9.58
CA-2015-137526,1/13/2015,1/17/2015,"Standard Class",West,90004,PB-19150,612.46,16,0.2,155.5
CA-2017-136063,12/15/2017,12/19/2017,"Standard Class",Central,60302,SS-20140,10.19,7,0.2,1.02
CA-2016-101546,12/18/2016,12/24/2016,"Standard Class",East,7960,GK-14620,1793.98,2,0,843.17
CA-2014-138940,4/11/2014,4/16/2014,"Second Class",Central,78745,GM-14455,758.35,6,0.2,265.42
CA-2016-125164,11/10/2016,11/14/2016,"Standard Class",East,10011,SH-19975,70.22,4,0.4,24.21
CA-2017-163531,6/26/2017,6/30/2017,"Standard Class",East,10024,SC-20725,239.97,3,0,67.19
CA-2017-122490,11/13/2017,11/18/2017,"Standard Class",West,98103,TT-21070,3321.28,23,0.4,354.9
CA-2017-131366,11/24/2017,11/29/2017,"Standard Class",East,17602,SC-20440,319.53,9,0.6,68.21
CA-2017-164042,5/23/2017,5/27/2017,"Standard Class",Central,77095,KL-16645,70.15,11,2,-59.65
CA-2014-132864,12/2/2014,12/7/2014,"Standard Class",East,43229,KN-16390,119.8,5,0.2,29.95
US-2014-155817,10/3/2014,10/9/2014,"Standard Class",South,27707,SL-20155,67.76,5,0.4,5.08
US-2016-131891,7/29/2016,7/31/2016,"First Class",South,32503,PW-19240,2.21,3,0.7,-1.48
CA-2017-143567,11/2/2017,11/5/2017,"Second Class",South,42420,TB-21175,3291.07,19,0,829.64
CA-2017-104080,3/8/2017,3/15/2017,"Standard Class",West,92804,AH-10210,174.56,7,0.2,65.07
CA-2014-151379,12/16/2014,12/20/2014,"Standard Class",Central,48227,SC-20695,114.2,5,0,52.53
CA-2016-163167,11/28/2016,12/1/2016,"Second Class",South,30062,RF-19345,2673.69,18,0,431.2
CA-2016-135776,12/23/2016,12/30/2016,"Standard Class",West,98103,EH-13765,1506.02,16,0,133.47
US-2014-122021,10/15/2014,10/17/2014,"First Class",East,44134,AC-10660,191.34,4,0.5,-4.97
CA-2016-130484,8/22/2016,8/27/2016,"Standard Class",West,97030,SG-20470,26.35,8,0.7,-18.45
CA-2017-120936,12/17/2017,12/21/2017,"Standard Class",West,92804,CA-12310,495.3,5,0,128.78
CA-2017-110884,3/7/2017,3/12/2017,"Standard Class",East,10035,SH-20395,117.51,9,0.2,51.2
US-2014-161613,12/1/2014,12/3/2014,"Second Class",Central,77070,MC-17605,674.06,3,0.3,-19.26
US-2014-146353,10/14/2014,10/16/2014,"Second Class",East,3301,JE-15610,292.82,9,0,27.2
CA-2014-133809,11/18/2014,11/23/2014,"Second Class",East,45014,MS-17530,21.4,10,1.1,-10.74
CA-2017-127306,1/14/2017,1/18/2017,"Standard Class",South,37604,BH-11710,175.09,19,2,19.93
CA-2015-161830,9/24/2015,9/26/2015,"Second Class",West,98105,ME-17725,50.91,5,0.2,15.85
CA-2017-163125,10/9/2017,10/11/2017,"Second Class",Central,77573,MB-17305,321.2,10,0.5,-26.79
CA-2016-160304,1/2/2016,1/7/2016,"Standard Class",East,20877,BM-11575,405.92,5,0,105.54
CA-2017-101728,8/19/2017,8/23/2017,"Standard Class",Central,60653,SC-20575,2.3,2,0.8,-3.9
CA-2017-114055,12/25/2017,12/29/2017,"Second Class",South,35810,MH-18115,819.28,12,0,372.81
CA-2017-126438,9/10/2017,9/13/2017,"First Class",East,1841,AR-10345,14.88,2,0,3.72
CA-2017-117653,10/19/2017,10/23/2017,"Standard Class",Central,60623,MO-17500,91.28,1,0.5,-67.54
CA-2017-143245,12/1/2017,12/6/2017,"Standard Class",East,6824,AD-10180,916.59,6,0,260.53
US-2014-138828,9/2/2014,9/3/2014,"First Class",East,10009,KD-16345,72.69,8,0,23.19
CA-2017-143651,3/25/2017,3/30/2017,"Standard Class",West,98103,FM-14215,23.1,2,0,6.93
CA-2015-106978,9/28/2015,10/4/2015,"Standard Class",West,80013,ZC-21910,18.13,6,1.1,4.28
CA-2015-155124,3/15/2015,3/21/2015,"Standard Class",West,84043,KS-16300,16.78,3,0.2,1.68
CA-2017-150931,1/6/2017,1/13/2017,"Standard Class",South,35401,DP-13390,33.74,7,0,15.52
CA-2014-157147,1/13/2014,1/18/2014,"Standard Class",West,94109,BD-11605,1679.75,13,0.15,249.15
CA-2015-156482,2/6/2015,2/13/2015,"Standard Class",East,19805,IL-15100,1558.42,15,0,350.55
CA-2017-106782,12/21/2017,12/27/2017,"Standard Class",Central,47905,LP-17095,375.34,1,0,18.77
CA-2016-151372,9/5/2016,9/6/2016,"First Class",West,90278,JH-15985,112.12,6,0.2,51.85
CA-2014-102085,10/4/2014,10/9/2014,"Standard Class",West,98115,JD-16015,29.24,4,0,13.74
CA-2017-107125,11/27/2017,12/2/2017,"Standard Class",West,90045,BD-11320,136.33,10,0.2,47.15
CA-2016-125815,10/28/2016,11/1/2016,"Second Class",East,10009,DL-13330,12.42,3,0,5.22
CA-2015-144190,6/9/2015,6/13/2015,"Standard Class",Central,48073,NC-18415,12.96,2,0,6.22
CA-2017-117926,12/8/2017,12/12/2017,"Second Class",West,94109,AS-10225,69.48,1,0,20.84
CA-2015-153906,3/16/2015,3/20/2015,"Standard Class",East,10009,MS-17980,85.9,2,0,2.58
CA-2014-160262,6/9/2014,6/13/2014,"Second Class",West,89031,TS-21205,134.6,12,0,55.31
CA-2015-127607,3/20/2015,3/26/2015,"Standard Class",Central,75007,JK-15730,21.38,11,1,1.73
CA-2016-166226,11/18/2016,11/22/2016,"Standard Class",West,90008,TC-21535,129.03,2,0.2,24.44
CA-2014-156587,3/7/2014,3/8/2014,"First Class",West,98103,AB-10015,309.59,7,0.2,15
CA-2016-141180,5/15/2016,5/19/2016,"Second Class",South,33311,DP-13000,7.76,4,0.7,-5.18
CA-2015-109708,5/25/2015,5/28/2015,"Second Class",South,38401,CY-12745,467.04,4,0.2,58.38
CA-2015-122406,8/2/2015,8/5/2015,"Second Class",East,2908,BE-11455,448.21,8,0,107.51
US-2016-153815,11/6/2016,11/9/2016,"First Class",South,32216,KL-16555,368.43,8,0.8,20.89
CA-2016-164896,11/7/2016,11/12/2016,"Standard Class",West,92054,PS-19045,12.9,2,0,6.32
CA-2015-142202,9/18/2015,9/23/2015,"Second Class",South,32216,JR-16210,717.12,9,0.2,152.39
CA-2015-165050,12/7/2015,12/9/2015,"First Class",East,10024,AH-10210,801.99,13,0.4,233.99
US-2016-131114,12/9/2016,12/13/2016,"Second Class",Central,60610,RW-19630,43.96,9,1.2,-11.65
CA-2014-160066,11/16/2014,11/22/2014,"Standard Class",West,92646,AH-10075,5.22,2,0,2.4
CA-2016-109925,11/6/2016,11/10/2016,"Second Class",West,92105,IM-15070,84.84,3,0,22.91
CA-2015-160696,9/6/2015,9/10/2015,"Standard Class",South,37211,CK-12760,7.24,5,0.2,1.18
CA-2014-125171,9/3/2014,9/3/2014,"Same Day",East,10009,AG-10390,14.4,5,0,7.06
CA-2016-149279,4/24/2016,4/28/2016,"Standard Class",West,80906,CL-12700,1344.42,11,1.1,152.42
CA-2017-107321,8/31/2017,9/4/2017,"Standard Class",West,94110,AW-10930,696.08,7,0.4,79.73
US-2017-122714,12/7/2017,12/13/2017,"Standard Class",Central,60653,HG-14965,1889.99,5,0.8,-2929.48
CA-2015-153038,12/18/2015,12/25/2015,"Standard Class",South,38109,RB-19645,94.69,21,0.6,28.42
CA-2014-132227,11/4/2014,11/10/2014,"Standard Class",East,10011,SZ-20035,52.06,4,0.2,18.87
CA-2017-155824,3/10/2017,3/15/2017,"Standard Class",South,27604,KS-16300,61.88,5,0.9,-6.38
CA-2016-129238,1/31/2016,2/4/2016,"Standard Class",West,90045,SC-20050,166.29,6,0.2,36
CA-2017-159688,5/7/2017,5/12/2017,"Standard Class",West,90004,AB-10060,79.99,1,0,28.8
CA-2016-136126,5/24/2016,5/24/2016,"Same Day",South,23602,EH-14125,191.6,4,0,91.97
CA-2016-155033,10/7/2016,10/12/2016,"Standard Class",West,90032,CC-12475,10.56,2,0,5.07
CA-2014-156006,4/30/2014,5/2/2014,"Second Class",South,39212,TM-21010,47.79,3,0,16.25
CA-2015-158659,11/10/2015,11/14/2015,"Second Class",Central,47374,SC-20695,714.3,5,0,207.15
CA-2015-169796,11/9/2015,11/14/2015,"Standard Class",East,10035,Dp-13240,2339.84,5,0,1117.56
CA-2015-102876,9/7/2015,9/14/2015,"Standard Class",East,19134,LR-17035,806.41,10,1.8,-142.92
US-2017-139647,5/11/2017,5/13/2017,"First Class",West,85023,TS-21370,209.98,7,0.7,-356.96
US-2017-160465,7/21/2017,7/26/2017,"Standard Class",East,44105,SW-20350,466.81,16,1.3,-50.25
CA-2014-153850,11/24/2014,11/29/2014,"Standard Class",East,43615,TH-21100,1537.54,11,0.6,-240.72
CA-2014-127558,11/15/2014,11/18/2014,"First Class",West,90008,SS-20410,803.04,8,0,155.32
CA-2017-136511,3/23/2017,3/25/2017,"Second Class",East,10011,MZ-17515,347.58,3,0,17.38
CA-2016-133795,12/18/2016,12/24/2016,"Standard Class",West,92037,JE-15475,885.03,9,0,179.74
US-2017-130953,7/29/2017,8/3/2017,"Standard Class",Central,73120,RF-19735,935.74,10,0,283.57
CA-2014-151792,9/2/2014,9/7/2014,"Second Class",Central,60653,CV-12295,239.98,3,0.2,53.99
CA-2017-139304,1/29/2017,2/2/2017,"Standard Class",West,94109,VG-21790,136.53,12,0.2,44.77
CA-2016-155166,12/26/2016,1/2/2017,"Standard Class",East,8360,BB-11545,239.43,4,0,32.97
CA-2015-103954,8/9/2015,8/13/2015,"Second Class",Central,53209,HR-14770,687.4,5,0,48.12
CA-2014-169803,4/6/2014,4/12/2014,"Standard Class",West,98115,SC-20260,687.45,5,0,113.14
CA-2017-141719,11/17/2017,11/21/2017,"Second Class",Central,60540,EG-13900,239.96,5,0.2,83.99
CA-2015-136469,7/11/2015,7/12/2015,"First Class",East,19805,TS-21370,1136.9,13,0.3,260.11
CA-2016-158694,11/10/2016,11/13/2016,"Second Class",West,90036,AI-10855,1467.13,33,0.2,485.17
US-2014-104759,3/31/2014,4/4/2014,"Standard Class",Central,60610,DD-13570,88.12,9,1,0.17
CA-2015-134922,11/7/2015,11/11/2015,"Standard Class",East,19140,KB-16240,24.4,2,0.2,7.93
US-2017-120607,5/19/2017,5/19/2017,"Same Day",South,30318,JC-15775,195.64,4,0,91.95
CA-2015-141243,1/3/2015,1/8/2015,"Second Class",Central,75217,AH-10465,1757.85,17,0.72,-352.09
CA-2015-162166,9/8/2015,9/11/2015,"First Class",West,92553,NM-18520,68.28,11,0,12.72
CA-2016-120796,4/3/2016,4/7/2016,"Standard Class",East,19140,CS-11950,99.85,9,0.7,-83.2
CA-2016-109722,12/5/2016,12/7/2016,"Second Class",South,40324,TP-21130,1284.8,11,0,266.17
CA-2015-136798,5/8/2015,5/12/2015,"Standard Class",Central,55407,DL-12925,545.91,8,0,138.98
CA-2017-122196,9/22/2017,9/24/2017,"First Class",East,19805,CA-12265,391.98,2,0,113.67
CA-2017-142090,11/30/2017,12/7/2017,"Standard Class",South,27217,SC-20380,2165.66,10,0.6,-571.69
CA-2017-160934,1/15/2017,1/19/2017,"Standard Class",West,90008,TT-21460,21.4,5,0,6.21
CA-2014-124478,8/8/2014,8/12/2014,"Standard Class",Central,48183,MA-17560,1109.72,15,0.1,436.1
CA-2015-145485,11/5/2015,11/5/2015,"Same Day",West,94109,JM-16195,62.8,4,0,15.7
CA-2017-151071,4/25/2017,4/29/2017,"Second Class",West,90049,MB-18085,13.9,2,0.2,4.52
CA-2014-134572,4/20/2014,4/22/2014,"Second Class",Central,77070,SV-20365,1190.53,12,0.8,-222.02
CA-2017-143217,11/11/2017,11/17/2017,"Standard Class",Central,53209,CG-12040,18.24,3,0,8.57
US-2017-133312,11/25/2017,11/29/2017,"Standard Class",West,94122,BD-11500,369.98,4,0.15,-26.78
US-2015-137533,12/18/2015,12/18/2015,"Same Day",East,44105,JK-15640,20.74,4,0.2,7.26
CA-2016-155138,9/8/2016,9/12/2016,"Standard Class",South,28110,JM-15580,99.87,7,0.4,31.81
CA-2016-108350,6/6/2016,6/9/2016,"Second Class",East,1852,SC-20230,105.52,4,0,48.54
CA-2015-144302,6/19/2015,6/23/2015,"Standard Class",Central,75081,ME-17320,5.79,2,0.8,-9.56
CA-2015-109001,3/5/2015,3/9/2015,"Standard Class",East,19120,KN-16390,479.03,11,1.3,-96.31
CA-2017-132738,8/4/2017,8/7/2017,"First Class",West,80538,HM-14860,16.75,3,0.4,6.07
CA-2017-156720,12/30/2017,1/3/2018,"Standard Class",West,80538,JM-15580,3.02,3,0.2,-0.6
CA-2015-119102,5/23/2015,5/27/2015,"Standard Class",East,2895,KH-16690,51.45,3,0,13.89
US-2014-140452,12/6/2014,12/10/2014,"Standard Class",Central,60610,BK-11260,314.55,20,3.1,-180.17
CA-2015-141936,8/7/2015,8/12/2015,"Standard Class",West,93309,PN-18775,19.15,3,0.2,6.46
CA-2014-158442,3/17/2014,3/17/2014,"Same Day",Central,75217,AZ-10750,25.18,6,0.6,7.66
CA-2015-167374,3/26/2015,3/30/2015,"Second Class",East,19140,GM-14500,56.81,9,0.4,17.54
CA-2014-116568,12/14/2014,12/20/2014,"Standard Class",South,32725,BM-11785,186.3,4,0.2,13.97
CA-2015-147102,9/19/2015,9/26/2015,"Standard Class",South,31907,NH-18610,66.36,4,0,23.23
CA-2017-132213,4/25/2017,4/26/2017,"First Class",South,37211,PN-18775,109.97,14,0.4,12.05
CA-2014-138450,10/18/2014,10/22/2014,"Standard Class",East,19134,EH-13765,249.47,16,0.6,-12.21
CA-2015-153073,11/13/2015,11/13/2015,"Same Day",Central,60610,HA-14905,17.5,9,0.6,-7.44
CA-2016-147970,1/31/2016,2/2/2016,"Second Class",Central,75220,AB-10150,15.55,3,0.2,5.44
CA-2016-150658,11/17/2016,11/22/2016,"Standard Class",West,88220,MS-17365,10.78,3,0.2,3.37
CA-2017-125640,7/25/2017,7/29/2017,"Standard Class",East,19134,DD-13570,3.3,1,0.2,1.07
CA-2017-154137,11/11/2017,11/17/2017,"Standard Class",East,10009,MT-17815,35.48,1,0,0
CA-2015-127173,9/26/2015,10/3/2015,"Standard Class",East,11572,GM-14500,743.43,19,0.2,340.91
CA-2014-149538,4/4/2014,4/8/2014,"Standard Class",South,70506,KB-16585,364.93,12,0,67.97
CA-2014-160766,9/14/2014,9/14/2014,"Same Day",East,10009,DM-13015,4283.79,35,0.4,1599.68
CA-2017-146626,12/29/2017,1/5/2018,"Standard Class",West,92804,BP-11185,101.12,8,0,37.41
CA-2015-123330,6/21/2015,6/27/2015,"Standard Class",South,32725,EP-13915,107.98,3,0.2,37.79
CA-2017-155607,11/26/2017,11/30/2017,"Standard Class",East,10009,FG-14260,152.07,11,0.2,47.35
CA-2016-151323,10/23/2016,10/28/2016,"Standard Class",West,98103,AB-10255,17.05,5,0,8.18
CA-2015-146696,12/14/2015,12/19/2015,"Standard Class",West,92105,RD-19480,8.1,2,0.2,2.73
CA-2016-128972,11/13/2016,11/17/2016,"Standard Class",Central,73120,TS-21430,30.36,4,0,13.05
CA-2017-128335,9/29/2017,10/5/2017,"Standard Class",East,10550,JA-15970,74.89,8,0,35.2
CA-2015-154886,11/8/2015,11/12/2015,"Standard Class",West,94109,SW-20455,119.9,2,0,43.16
CA-2016-111213,4/1/2016,4/5/2016,"Standard Class",East,10009,FP-14320,1384.92,15,0.3,312.41
CA-2017-161333,2/2/2017,2/7/2017,"Standard Class",West,90045,JL-15835,272.1,10,0,84.64
CA-2017-128734,12/24/2017,12/31/2017,"Standard Class",West,85224,JL-15175,850.92,7,0.4,107.22
CA-2014-141796,6/21/2014,6/21/2014,"Same Day",East,11561,JG-15160,1214.85,3,0,352.31
CA-2017-125101,3/6/2017,3/10/2017,"Second Class",West,94109,SH-19975,67.78,2,0,16.94
CA-2017-169929,9/25/2017,9/28/2017,"First Class",West,59601,LS-17200,39.9,5,0,10.37
US-2014-121566,6/30/2014,7/6/2014,"Standard Class",East,10011,CS-11860,9.29,4,0.2,3.74
US-2015-124219,8/7/2015,8/8/2015,"First Class",Central,63122,KW-16570,28.4,4,0,13.06
CA-2017-163006,6/30/2017,7/4/2017,"Second Class",Central,60653,GH-14410,1584.87,7,1.1,-63.96
CA-2015-156146,10/26/2015,10/30/2015,"Second Class",West,85345,AG-10495,174.3,4,0.4,-5.36
CA-2014-111192,7/30/2014,8/5/2014,"Standard Class",West,98103,TS-21430,1367.84,8,0,259.89
CA-2016-115378,11/18/2016,11/23/2016,"Second Class",Central,48180,AJ-10945,301.96,2,0,33.22
CA-2015-161627,7/6/2015,7/11/2015,"Standard Class",West,91104,SJ-20215,170.35,3,0.2,-17.04
CA-2014-121006,11/10/2014,11/16/2014,"Standard Class",Central,48640,SC-20020,1194.87,17,0,299.8
CA-2016-122903,5/27/2016,5/29/2016,"Second Class",Central,48205,LA-16780,3963.57,11,0,921.14
CA-2015-107741,3/8/2015,3/10/2015,"First Class",West,81001,FC-14335,3.41,1,0.2,0.89
CA-2017-106432,10/19/2017,10/24/2017,"Standard Class",Central,76706,CA-12265,330.47,5,1.12,-95.28
CA-2016-148908,11/5/2016,11/8/2016,"First Class",West,94109,JH-15985,53.25,2,0.2,19.97
CA-2016-123015,12/26/2016,12/30/2016,"Standard Class",East,10024,AJ-10795,4.99,3,0.2,1.68
US-2015-120502,4/13/2015,4/19/2015,"Standard Class",West,90036,BT-11395,372.1,6,0.2,64.8
CA-2017-108749,9/12/2017,9/15/2017,"First Class",East,2895,DJ-13510,91.14,10,0,44.66
CA-2017-163335,9/24/2017,9/27/2017,"First Class",South,31907,AG-10675,79,10,0,27.88
CA-2015-134719,10/10/2015,10/15/2015,"Standard Class",South,32216,JD-15790,1801.63,6,0.2,-337.81
US-2015-154389,11/27/2015,12/3/2015,"Standard Class",East,19140,EH-14125,748.75,8,0.4,-162.23
CA-2015-115567,9/13/2015,9/18/2015,"Standard Class",Central,47201,ZC-21910,1716.16,11,0,410.21
US-2017-136679,11/14/2017,11/18/2017,"Standard Class",Central,77506,XP-21865,212.99,8,0.4,-22.79
US-2017-141943,5/5/2017,5/9/2017,"Standard Class",West,94122,DK-12985,23.16,2,0,11.58
CA-2014-101560,11/28/2014,12/1/2014,"Second Class",South,29203,CS-12250,496.68,16,0,88.47
CA-2014-159709,5/10/2014,5/15/2014,"Standard Class",West,98031,AI-10855,201.73,8,0.2,81.84
CA-2016-103982,3/3/2016,3/8/2016,"Standard Class",Central,78664,AA-10315,4406.07,14,0.8,-747.1
CA-2015-142454,8/15/2015,8/19/2015,"Standard Class",West,94601,RE-19450,174.49,10,0,47.11
CA-2015-102015,9/12/2015,9/18/2015,"Standard Class",East,13021,TM-21010,192.02,12,0,44.17
CA-2015-156755,1/12/2015,1/18/2015,"Standard Class",East,19711,YS-21880,465.18,3,0,120.95
CA-2015-130876,5/12/2015,5/16/2015,"Second Class",East,10024,AZ-10750,36.63,3,0,9.89
CA-2016-145898,9/26/2016,9/26/2016,"Same Day",West,92374,CM-12445,124.58,16,0,44.4
US-2017-159562,9/9/2017,9/15/2017,"Standard Class",Central,48066,JB-16000,17.48,2,0,8.22
CA-2017-134635,4/15/2017,4/17/2017,"Second Class",West,90049,NS-18640,79.14,3,0,36.4
CA-2017-167080,6/10/2017,6/14/2017,"Standard Class",East,10011,LC-16930,8.4,5,0,4.2
CA-2017-145653,9/1/2017,9/1/2017,"Same Day",Central,48205,CA-12775,498.26,7,0,134.53
CA-2014-140487,6/14/2014,6/20/2014,"Standard Class",Central,48234,SR-20425,212.94,3,0,57.49
CA-2017-117401,5/18/2017,5/22/2017,"Second Class",Central,65807,PP-18955,865,19,0,220.95
US-2017-109582,9/12/2017,9/17/2017,"Second Class",West,90036,JM-15865,166.44,3,0,79.89
CA-2016-119865,6/21/2016,6/26/2016,"Standard Class",East,10011,AS-10090,576.27,13,0.6,29.1
US-2014-147648,11/26/2014,12/1/2014,"Standard Class",West,94109,LS-16975,81.98,2,0,40.17
CA-2017-124436,3/19/2017,3/22/2017,"Second Class",West,93727,SA-20830,742.71,8,0.4,26.51
CA-2014-115084,10/18/2014,10/22/2014,"Standard Class",South,71854,LS-17200,605.34,6,0,145.28
CA-2017-131037,8/22/2017,8/23/2017,"First Class",West,94110,TM-21490,210.01,1,0.2,2.63
CA-2016-111143,11/19/2016,11/22/2016,"First Class",Central,46203,TT-21265,54.96,3,0,15.94
CA-2014-166744,9/20/2014,9/24/2014,"Standard Class",East,21044,DN-13690,587.14,8,0,113.59
CA-2016-116561,9/11/2016,9/17/2016,"Standard Class",West,95123,EB-14110,372.81,5,0.2,19.62
CA-2016-110730,9/23/2016,9/26/2016,"Second Class",West,98115,CM-11815,13.68,2,0,3.69
CA-2017-146367,8/4/2017,8/8/2017,"Standard Class",Central,75007,HM-14860,3.32,3,0.8,-5.64
CA-2016-156265,8/2/2016,8/4/2016,"Second Class",West,90032,BF-11020,482.58,7,0.6,53.41
US-2015-168914,5/21/2015,5/27/2015,"Standard Class",Central,60423,JE-15745,20.77,8,0.8,-52.96
US-2017-110989,11/3/2017,11/5/2017,"Second Class",West,98105,EJ-14155,43.5,3,0,10.88
CA-2015-106215,4/16/2015,4/21/2015,"Standard Class",East,19143,BN-11470,12.58,4,0.2,4.09
US-2016-169369,12/12/2016,12/18/2016,"Standard Class",South,31907,EC-14050,299.07,9,0,43.08
CA-2015-132318,10/30/2015,11/2/2015,"First Class",South,23464,TT-21220,182.91,3,0,53.04
US-2014-131982,3/7/2014,3/11/2014,"Second Class",West,98198,NP-18685,107.65,2,0.2,33.64
CA-2015-125185,3/5/2015,3/7/2015,"Second Class",East,18018,AH-10195,132.94,4,0.5,-12.55
CA-2016-130078,8/8/2016,8/14/2016,"Standard Class",Central,73120,CC-12145,10.56,2,0,4.75
US-2017-114034,1/3/2017,1/8/2017,"Standard Class",West,91730,DL-13315,38.88,6,0,18.66
CA-2017-158722,10/20/2017,10/26/2017,"Standard Class",East,19120,MA-17560,45.53,3,0.2,15.93
CA-2014-105165,9/7/2014,9/10/2014,"First Class",Central,77036,SZ-20035,469.04,13,1.7,-12.37
CA-2017-147452,9/30/2017,10/3/2017,"First Class",West,98103,CS-11845,171.83,4,0,83.3
US-2017-114657,11/16/2017,11/21/2017,"Standard Class",East,10701,MH-18115,52.44,4,0,24.12
CA-2017-144484,9/11/2017,9/11/2017,"Same Day",West,94110,CB-12025,406.6,5,0,113.85
CA-2017-125913,1/16/2017,1/16/2017,"Same Day",West,90008,JO-15145,427.59,11,0.2,-6.89
US-2016-158309,11/26/2016,11/29/2016,"First Class",South,33142,PA-19060,3.74,4,0.7,-2.62
CA-2015-162887,11/7/2015,11/9/2015,"Second Class",East,5408,SV-20785,715.2,3,0,178.8
CA-2017-147333,12/14/2017,12/20/2017,"Standard Class",South,72701,KL-16555,204.55,9,0,78.81
CA-2014-113859,9/13/2014,9/17/2014,"Standard Class",Central,79762,BC-11125,340.12,6,0.3,-9.72
CA-2014-159681,12/7/2014,12/13/2014,"Standard Class",South,23464,PO-18850,105.52,4,0,48.54
US-2017-104094,9/7/2017,9/11/2017,"Standard Class",Central,53209,AG-10675,13.48,1,0,1.89
CA-2017-152709,10/7/2017,10/12/2017,"Standard Class",Central,48234,DB-13210,85.52,2,0,22.24
CA-2015-105158,9/5/2015,9/10/2015,"Standard Class",Central,55901,SP-20860,43,5,0,20.27
CA-2014-133424,3/30/2014,4/4/2014,"Standard Class",West,98105,Dl-13600,60.24,6,0,22.2
CA-2017-105991,5/5/2017,5/6/2017,"First Class",West,80027,LH-17020,120.78,20,1.6,-152.87
US-2017-136784,4/30/2017,5/5/2017,"Standard Class",West,94122,AD-10180,163.96,4,0,80.34
CA-2014-146283,9/8/2014,9/15/2014,"Standard Class",Central,77036,KT-16465,1166.72,13,0.7,53.92
CA-2017-151218,6/20/2017,6/23/2017,"First Class",South,33180,PJ-19015,4.46,1,0.2,0.33
CA-2015-111073,12/26/2015,12/30/2015,"Standard Class",East,44256,MC-18100,51.59,1,0.4,-15.48
CA-2017-144883,8/15/2017,8/19/2017,"Standard Class",Central,55113,BO-11350,50.4,8,0,23.18
CA-2017-142174,3/4/2017,3/9/2017,"Standard Class",Central,77041,DP-13000,89.57,2,0.2,32.47
CA-2017-108791,7/27/2017,7/31/2017,"Standard Class",East,10701,TM-21490,558.81,9,0,140
CA-2016-106656,9/23/2016,9/26/2016,"First Class",West,92037,DV-13045,22.98,5,0,10.61
CA-2016-113831,5/30/2016,6/3/2016,"Standard Class",South,22153,AH-10690,4317.3,22,0,1069.94
US-2014-139500,11/16/2014,11/20/2014,"Standard Class",Central,62521,AB-10165,37.3,2,0.3,-1.07
US-2014-166310,9/21/2014,9/23/2014,"First Class",Central,75043,JS-15940,8.54,2,0.6,-7.48
US-2016-168410,2/21/2016,2/26/2016,"Standard Class",East,11572,BV-11245,405.3,10,0,110.98
CA-2017-131254,11/19/2017,11/21/2017,"First Class",Central,77095,NC-18415,1729.29,14,1.3,-2330.27
CA-2016-123414,8/21/2016,8/27/2016,"Standard Class",South,27834,SU-20665,37.26,6,0.4,6.85
CA-2017-137876,4/30/2017,5/5/2017,"Standard Class",West,94110,DJ-13510,95.52,6,0,36.41
CA-2016-154060,5/2/2016,5/8/2016,"Standard Class",South,27405,DL-12865,187.06,9,0.2,11.69
US-2017-162558,10/2/2017,10/5/2017,"First Class",South,37918,Dp-13240,2437.67,23,2.6,-1034.84
CA-2017-134439,9/18/2017,9/23/2017,"Second Class",Central,68801,TM-21010,15.96,2,0,7.98
CA-2015-119508,12/4/2015,12/9/2015,"Standard Class",West,90712,TZ-21580,41.98,11,0,15.28
